Filename | True Label | Predicted Label | Confidence
webcam_1783831797443_blend_then_noise_merge_1_adaf3feb.npy | yourself        | big_large       | 0.9755
webcam_1783835407195.npy                 | yourself        | sick            | 0.9755
webcam_1783833240904_multi_splice_merge_0_472dca2c.npy | yourself        | d               | 0.9754
webcam_1783789851651_multi_splice_merge_0_9582e3f4.npy | yourself        | sick            | 0.9752
webcam_1783835407195_aug_0_802ff22b.npy  | yourself        | sick            | 0.9751
webcam_1783834178840_crossfade_splice_merge_0_efe5253f.npy | yourself        | sick            | 0.9751
webcam_dup_webcam_1777457633_hybrid_merge_1_2d72f7ab.npy | yourself        | sick            | 0.9751
webcam_1783833375204_proximity_only_swap_merge_0_38ed4fd1.npy | yourself        | long            | 0.9749
webcam_1783833382895_hybrid_merge_0_25cab0e1.npy | yourself        | healthy         | 0.9749
webcam_1783831709241_aug_3_15bc7888.npy  | yourself        | tight           | 0.9746
webcam_1783833248551_aug_1_9a5c6b2c.npy  | yourself        | healthy         | 0.9742
webcam_dup_webcam_1783833248551_0161c901.npy | yourself        | healthy         | 0.9741
webcam_dup_webcam_1783833248551_bd05ebae.npy | yourself        | healthy         | 0.9741
webcam_dup_webcam_1783833248551_a9678b03.npy | yourself        | healthy         | 0.9741
webcam_dup_webcam_1783833248551_613b5187.npy | yourself        | healthy         | 0.9741
webcam_1783833248551.npy                 | yourself        | healthy         | 0.9741
webcam_1783789761937_splice_merge_1_527b1fef.npy | yourself        | sick            | 0.9741
webcam_1783833248551_splice_merge_1_4701797c.npy | yourself        | healthy         | 0.9740
webcam_1783834200178_multi_splice_merge_1_7e9e2dbf.npy | yourself        | sick            | 0.9738
webcam_1783831702131_blend_merge_0_3581658c.npy | yourself        | tight           | 0.9736
webcam_1775878768333_aug_1_7816c523.npy  | yourself        | bad             | 0.9735
webcam_1783831752980_aug_0_108b3cf2.npy  | yourself        | t               | 0.9734
webcam_1783835449020_hand_swap_merge_0_8226c8b7.npy | yourself        | language        | 0.9731
webcam_1783790206516_aug_3_148e11c7.npy  | yourself        | afternoon       | 0.9731
webcam_1783834178840.npy                 | yourself        | sick            | 0.9728
webcam_1783787976280_hand_swap_merge_0_931bb081.npy | yourself        | cool            | 0.9728
webcam_1783831702131_splice_merge_0_295ac808.npy | yourself        | tight           | 0.9728
webcam_1777531444421_aug_0_8ba2c613_aug_0_934f681d_aug_2_b096fcb3_aug_1_331b93c7.npy | yourself        | me              | 0.9728
webcam_1783835229653.npy                 | yourself        | language        | 0.9726
webcam_1783790151757_crossfade_splice_merge_1_99d6fa1f.npy | yourself        | i_alphabet      | 0.9725
webcam_1783831776276_multi_splice_merge_1_d1aa39fd.npy | yourself        | tight           | 0.9724
webcam_1783789042417_hand_swap_merge_1_059d4e71.npy | yourself        | w               | 0.9724
webcam_1783831944199_proximity_only_swap_merge_1_bd67bc33.npy | yourself        | long            | 0.9723
webcam_1783789831408_multi_splice_merge_0_c64e0643.npy | yourself        | sick            | 0.9723
webcam_1783835147560_splice_merge_0_30369b1e.npy | yourself        | language        | 0.9715
webcam_1783788835425_splice_merge_0_03b284c7.npy | yourself        | her             | 0.9714
webcam_1783833382895_hand_swap_merge_0_ebe8ed21.npy | yourself        | beautiful       | 0.9712
webcam_1783835131648_aug_0_8c5eec16.npy  | yourself        | language        | 0.9712
webcam_1783833382895_blend_then_noise_merge_1_daa9df7d.npy | yourself        | healthy         | 0.9712
webcam_1783835407195_proximity_only_swap_merge_1_89ace8b2.npy | yourself        | d               | 0.9711
webcam_1783835332152_crossfade_splice_merge_1_273909fd.npy | yourself        | d               | 0.9711
webcam_1783835011574.npy                 | yourself        | o               | 0.9708
webcam_1775878775097_aug_0_f76b8058_aug_2_827b050c_aug_1_8cc16bfb_aug_1_56bb24d2.npy | yourself        | bad             | 0.9707
webcam_1783833248551_splice_merge_0_208f4a75.npy | yourself        | healthy         | 0.9706
webcam_1783835147560.npy                 | yourself        | language        | 0.9704
webcam_1777531324453_aug_1_657ebc03_aug_2_6dd40389_merge_0_bf4ab0a0_merge_0_bb166f2e_aug_1_785cb67e_aug_1_cd6c3876_splice_merge_0_94af2be2.npy | yourself        | me              | 0.9704
webcam_1783834105192_multi_splice_merge_1_0b2f8346.npy | yourself        | he              | 0.9703
webcam_1783835131648_multi_splice_merge_1_eb209e43.npy | yourself        | language        | 0.9700
webcam_1783838674380_splice_merge_1_ff2d8e41.npy | yourself        | fast            | 0.9699
webcam_1783838628749_multi_splice_merge_1_c9afb790.npy | yourself        | rich            | 0.9698
